title,blog,url,date,excerpt,host,txt,asset,off,ruleish,noise
The Most Wonderful Week of the Year…2018 edition,Quantifiable Edges,http://quantifiableedges.com/the-most-wonderful-week-of-the-year-2018-edition/,"14 Dec 2018, 08:12pm","Over several time horizons op-ex week in December has been the most bullish week of the year for the SPX. The positive seasonality actually has persisted for up to 3 weeks. I’ve shown the study below in the blog many times since 2008. It looks back to 1984, which was the first year that SPX",quantifiableedges.com,"The Most Wonderful Week of the Year…2018 edition || Over several time horizons op-ex week in December has been the most bullish week of the year for the SPX. The positive seasonality actually has persisted for up to 3 weeks. I’ve shown the study below in the blog many times since 2008. It looks back to 1984, which was the first year that SPX",2,0,1,0
The History of Russell 2000 Death Crosses & SPX Performance Following Them,Quantifiable Edges,http://quantifiableedges.com/the-history-of-russell-2000-death-crosses-spx-performance-following-them/,"14 Nov 2018, 09:09pm",I have seen a fair amount of hubbub about the Russell “Death Cross” that is happening today and the potential bearish implications for the market. A “Death Cross” is a catchy (though perhaps not terribly accurate) term for when the 50-day moving average of a security cross below its 200-day,quantifiableedges.com,The History of Russell 2000 Death Crosses & SPX Performance Following Them || I have seen a fair amount of hubbub about the Russell “Death Cross” that is happening today and the potential bearish implications for the market. A “Death Cross” is a catchy (though perhaps not terribly accurate) term for when the 50-day moving average of a security cross below its 200-day,2,0,1,0
Bitcoin Seasonality: Fooled by Randomness,Quant Fiction,http://quantfiction.com/2018/09/28/bitcoin-seasonality-fooled-by-randomness/,"28 Sep 2018, 10:44am","Autumn is my favorite time of year. Football (and more importantly as a Bills fan, fantasy football) is back, everything tastes like pumpkin, and I don’t get sweaty walking around outside. It’s also the start of the cryptocurrency bull season! Or is it? Let’s find out. It’s already started:",quantfiction.com,"Bitcoin Seasonality: Fooled by Randomness || Autumn is my favorite time of year. Football (and more importantly as a Bills fan, fantasy football) is back, everything tastes like pumpkin, and I don’t get sweaty walking around outside. It’s also the start of the cryptocurrency bull season! Or is it? Let’s find out. It’s already started:",2,0,1,0
The Most Wonderful Week Of The Year,Quantifiable Edges,http://quantifiableedges.com/the-most-wonderful-week-of-the-year-2/,"11 Dec 2017, 10:15am","Over several time horizons op-ex week in December has been the most bullish week of the year for the SPX. The positive seasonality actually has persisted for up to 3 weeks. I’ve shown the study below in the blog many times since 2008. It looks back to 1984, which was the first year that SPX",quantifiableedges.com,"The Most Wonderful Week Of The Year || Over several time horizons op-ex week in December has been the most bullish week of the year for the SPX. The positive seasonality actually has persisted for up to 3 weeks. I’ve shown the study below in the blog many times since 2008. It looks back to 1984, which was the first year that SPX",2,0,1,0
SPX Monthly Returns And Tail Risk,DTR Trading,http://dtr-trading.blogspot.com/2017/04/spx-monthly-returns-and-tail-risk.html,"30 Apr 2017, 09:21pm","I had some time yesterday while waiting for an appointment, and re-read ""A Comparison of Tail Risk Protection Strategies in the U.S. Market"". One particular sentence in the paper caught my attention: ""Remarkably, of the 24 months with greater than 5% loss in the S&P 500 between",dtr-trading.blogspot.com,"SPX Monthly Returns And Tail Risk || I had some time yesterday while waiting for an appointment, and re-read ""A Comparison of Tail Risk Protection Strategies in the U.S. Market"". One particular sentence in the paper caught my attention: ""Remarkably, of the 24 months with greater than 5% loss in the S&P 500 between",2,0,1,0
The… Most… Wonderful… Weeeeek… Of…The… Yeeeaaaarrrrr!!,Quantifiable Edges,http://quantifiableedges.com/the-most-wonderful-weeeeek-ofthe-yeeeaaaarrrrr/,"12 Dec 2016, 04:30pm","Over several time horizons op-ex week in December has been the most bullish week of the year for the SPX. The positive seasonality actually has persisted for up to 3 weeks. I’ve shown the study below in the blog many times since 2008. It looks back to 1984, which was the first year that SPX",quantifiableedges.com,"The… Most… Wonderful… Weeeeek… Of…The… Yeeeaaaarrrrr!! || Over several time horizons op-ex week in December has been the most bullish week of the year for the SPX. The positive seasonality actually has persisted for up to 3 weeks. I’ve shown the study below in the blog many times since 2008. It looks back to 1984, which was the first year that SPX",2,0,1,0
Two Recent Papers Related to FX Carry Strategy,Quantpedia,http://quantpedia.com/Blog/Details/two-recent-papers-related-to-fx-carry-strategy?a=6080,"15 Aug 2016, 10:54am","In this paper, we analyse the relationship between the currency carry return and volatility and liquidity risk factors. We find that both categories of risk factors are relevant to understanding and explaining carry return, with an outperformance for volatility ones especially the global FX",quantpedia.com,"Two Recent Papers Related to FX Carry Strategy || In this paper, we analyse the relationship between the currency carry return and volatility and liquidity risk factors. We find that both categories of risk factors are relevant to understanding and explaining carry return, with an outperformance for volatility ones especially the global FX",2,0,1,0
Trading Ethereum: Making 10% every 20 minutes,Jon.IO,http://jon.io/trading-ethereum-making-10-every-20-minutes.html,"28 Jul 2016, 11:09am","This is more of a ""How to build your own algotrading strategy - the Ethereum edition"" and not a ""make money fast"" blog post. It is also a real example with real returns (and real production errors that cost me money) where you can see how to identify opportunities, why",jon.io,"Trading Ethereum: Making 10% every 20 minutes || This is more of a ""How to build your own algotrading strategy - the Ethereum edition"" and not a ""make money fast"" blog post. It is also a real example with real returns (and real production errors that cost me money) where you can see how to identify opportunities, why",2,0,1,0
Order Flow explains FX Carry Trade Strategies,Quantpedia,http://quantpedia.com/Blog/Details/order-flow-explains-fx-carry-trade-strategies?a=6080,"15 Sep 2015, 07:38pm","Authors: Breedon, Rime, Vitale Title: Carry Trades, Order Flow and the Forward Bias Puzzle Link: http://papers.ssrn.com/sol3/papers.cfm?abstract_id=2643531 Abstract: We investigate the relation between foreign exchange (FX) order flow and the forward bias. We outline a decomposition of the forward",quantpedia.com,"Order Flow explains FX Carry Trade Strategies || Authors: Breedon, Rime, Vitale Title: Carry Trades, Order Flow and the Forward Bias Puzzle Link: http://papers.ssrn.com/sol3/papers.cfm?abstract_id=2643531 Abstract: We investigate the relation between foreign exchange (FX) order flow and the forward bias. We outline a decomposition of the forward",2,0,1,0
Forex Trading Diary #6 - Multi-Day Trading and Plotting Results,Quant Start,https://www.quantstart.com/articles/Forex-Trading-Diary-6-Multi-Day-Trading-and-Plotting-Results,"3 Jun 2015, 04:09pm","It's been a while since my latest Forex Trading Diary update. I've been busy working on the new QuantStart Jobs Board and so I've not had as much time as usual to work on QSForex, although I have made some progress! In particular I have been able to add some new features including:",quantstart.com,"Forex Trading Diary #6 - Multi-Day Trading and Plotting Results || It's been a while since my latest Forex Trading Diary update. I've been busy working on the new QuantStart Jobs Board and so I've not had as much time as usual to work on QSForex, although I have made some progress! In particular I have been able to add some new features including:",2,0,1,0
Testing Different Momentum Rules,Backtest Wizard,http://backtestwizard.com/testing-different-momentum-rules/,"11 Apr 2016, 02:41pm","In this article I will test a variety of different momentum indicators which can be used to build a long only equity portfolio which has historically outperformed the market. To begin with, we need a baseline momentum strategy… Baseline Momentum Strategy Rank stocks in the S&P500 by order of 1",backtestwizard.com,"Testing Different Momentum Rules || In this article I will test a variety of different momentum indicators which can be used to build a long only equity portfolio which has historically outperformed the market. To begin with, we need a baseline momentum strategy… Baseline Momentum Strategy Rank stocks in the S&P500 by order of 1",1,0,7,0
Member Note: Our Approach to Selecting Strategies for the Platform,Allocate Smartly,https://allocatesmartly.com/member-note-our-approach-to-selecting-strategies-for-the-platform/?aff=634,"2 Feb 2026, 10:04pm",A long-time member who has been a valuable source of feedback over the years sent us the following note about the most recent strategy added to the platform: Gold Cross-Asset Momentum. The strategy has performed poorly relative to other strategies on the platform. You’ve turned down other stuff,allocatesmartly.com,Member Note: Our Approach to Selecting Strategies for the Platform || A long-time member who has been a valuable source of feedback over the years sent us the following note about the most recent strategy added to the platform: Gold Cross-Asset Momentum. The strategy has performed poorly relative to other strategies on the platform. You’ve turned down other stuff,1,0,5,0
Are There Seasonal Intraday or Overnight Anomalies in Bitcoin?,Quantpedia,https://quantpedia.com/are-there-seasonal-intraday-or-overnight-anomalies-in-bitcoin/?a=6080,"18 Feb 2022, 10:12am","At Quantpedia, we love seasonality effects, and our screener includes several strategies that exploit them. These anomalies are fascinating since they usually offer a favorable risk and reward ratio and are commonly invested only during short periods. Frequently, these strategies are valuable",quantpedia.com,"Are There Seasonal Intraday or Overnight Anomalies in Bitcoin? || At Quantpedia, we love seasonality effects, and our screener includes several strategies that exploit them. These anomalies are fascinating since they usually offer a favorable risk and reward ratio and are commonly invested only during short periods. Frequently, these strategies are valuable",1,0,5,0
Trend Following on Steroids,Alpha Architect,https://alphaarchitect.com/2018/12/07/trend-following-on-steroids/,"7 Dec 2018, 12:41pm",Trend following is well-known and the simplest version is as follows: you buy an asset when it has positive momentum (the price goes up) and you sell it and go to cash (or any other safe haven) when the momentum turns negative.(1) The best-known example of trend following is on the monthly ETF SPY,alphaarchitect.com,Trend Following on Steroids || Trend following is well-known and the simplest version is as follows: you buy an asset when it has positive momentum (the price goes up) and you sell it and go to cash (or any other safe haven) when the momentum turns negative.(1) The best-known example of trend following is on the monthly ETF SPY,1,0,5,0
Refining The 0DTE SPX Breakout Strategy with Evidence-Based Exclusions,Quantish,https://blog.quantish.io/2025/09/24/refining-the-0dte-spx-breakout-strategy/,"25 Sep 2025, 08:41pm","Every quant has been there. You’re backtesting a strategy, the overall results look good, but something feels off when you dig into the day-by-day breakdown. You keep digging while your gut says “this feels like data mining,” but the statistics keep pointing to the same uncomfortable truth –",blog.quantish.io,"Refining The 0DTE SPX Breakout Strategy with Evidence-Based Exclusions || Every quant has been there. You’re backtesting a strategy, the overall results look good, but something feels off when you dig into the day-by-day breakdown. You keep digging while your gut says “this feels like data mining,” but the statistics keep pointing to the same uncomfortable truth –",1,0,4,0
Market intraday momentum,Eran Raviv,https://eranraviv.com/market-intraday-momentum/,"29 Jul 2018, 10:15am","I recently spotted the following intriguing paper: Market intraday momentum. From the abstract of that paper: Based on high frequency S&P 500 exchange-traded fund (ETF) data from 1993–2013, we show an intraday momentum pattern: the first half-hour return on the market as measured from the",eranraviv.com,"Market intraday momentum || I recently spotted the following intriguing paper: Market intraday momentum. From the abstract of that paper: Based on high frequency S&P 500 exchange-traded fund (ETF) data from 1993–2013, we show an intraday momentum pattern: the first half-hour return on the market as measured from the",1,0,4,0
Stress Testing an Intraday Strategy Through Monte Carlo Methods,Flare 9x,https://flare9xblog.com/2018/02/12/stress-testing-an-intraday-strategy-through-monte-carlo-methods/,"20 Feb 2018, 02:03am","This is an intraday ES strategy that I was testing for a client. The client was not interested in it due to the low frequency of trades, hence I may post it for others to view. It shows how a strategy was proved through stress testing and looking for optimal conditions to apply the strategy. The",flare9xblog.com,"Stress Testing an Intraday Strategy Through Monte Carlo Methods || This is an intraday ES strategy that I was testing for a client. The client was not interested in it due to the low frequency of trades, hence I may post it for others to view. It shows how a strategy was proved through stress testing and looking for optimal conditions to apply the strategy. The",1,0,4,0
ConnorsRSI Strategy: Optimization Selection,Alvarez Quant Trading,http://alvarezquanttrading.com/2017/04/12/connorsrsi-strategy-optimization-selection/,"12 Apr 2017, 08:35pm","In the previous post, Simple ConnorsRSI Strategy on S&P500 Stocks, I showed a simple strategy which I optimized which gave 1,300 variations. Today, I will cover various methods to choose a strategy to potentially trade. Goals The goals were to find a variation with over 20% CAR and Max Drawdown",alvarezquanttrading.com,"ConnorsRSI Strategy: Optimization Selection || In the previous post, Simple ConnorsRSI Strategy on S&P500 Stocks, I showed a simple strategy which I optimized which gave 1,300 variations. Today, I will cover various methods to choose a strategy to potentially trade. Goals The goals were to find a variation with over 20% CAR and Max Drawdown",1,0,4,0
Quick observations on the 200-day moving average,Dynamic Hedge,http://www.dynamichedge.com/2015/07/10/quick-observations-on-the-200-day-moving-average/,"12 Jul 2015, 08:47am","The market briefly closed below the 200-day moving average this week so let’s look at some recent history market behavior around the 200-day moving average. If you took every trade (on the next open) after the $SPY closed below the 200-day moving average and held for a month, you would have a",dynamichedge.com,"Quick observations on the 200-day moving average || The market briefly closed below the 200-day moving average this week so let’s look at some recent history market behavior around the 200-day moving average. If you took every trade (on the next open) after the $SPY closed below the 200-day moving average and held for a month, you would have a",1,0,4,0
RUT Iron Condor - Dynamic Exit - 80 DTE - 20 Delta,DTR Trading,http://dtr-trading.blogspot.com/2015/05/rut-iron-condor-dynamic-exit-80-dte-20.html,"8 May 2015, 12:41pm",We're just a few short posts from completing the dynamic exit series. Thanks for hanging in there through this four month process chronicled here: Dynamic Exit Iron Condor Articles! In this post we will look at the backtest results for dynamic exits of the 80 days-to-expiration (DTE) Iron,dtr-trading.blogspot.com,RUT Iron Condor - Dynamic Exit - 80 DTE - 20 Delta || We're just a few short posts from completing the dynamic exit series. Thanks for hanging in there through this four month process chronicled here: Dynamic Exit Iron Condor Articles! In this post we will look at the backtest results for dynamic exits of the 80 days-to-expiration (DTE) Iron,1,0,4,0
Pyramid Your Trading Profits Using the Gator,Tradinformed,https://www.tradinformed.com/pyramid-trading-profits-using-gator-oscillator/,"16 Feb 2015, 07:21pm",In this article I describe the Gator Oscillator and how it can be used as part of a pyramid entry trading system. I show the results of a Gator trading strategy on the S&P500 Index from 2000-2015. Pyramid Entry Systems It is tough to find good trades. In most markets at most times there will,tradinformed.com,Pyramid Your Trading Profits Using the Gator || In this article I describe the Gator Oscillator and how it can be used as part of a pyramid entry trading system. I show the results of a Gator trading strategy on the S&P500 Index from 2000-2015. Pyramid Entry Systems It is tough to find good trades. In most markets at most times there will,1,0,4,0
State of Trend Following: Momentum Still Strong in 2015,Wisdom Trading,http://www.wisdomtrading.com/state-trend-following-momentum-still-strong-2015/,"3 Feb 2015, 03:43am","January started the year as strong — if not stronger — than last year for trend following. Keeping the momentum going, and profiting from a continuation in a few big trends (US Dollar Index, Energies or Swiss Bonds for instance), the index opens the year with a double-digit positive monthly",wisdomtrading.com,"State of Trend Following: Momentum Still Strong in 2015 || January started the year as strong — if not stronger — than last year for trend following. Keeping the momentum going, and profiting from a continuation in a few big trends (US Dollar Index, Energies or Swiss Bonds for instance), the index opens the year with a double-digit positive monthly",1,0,4,0
"Schwab Commission Free ETF Rotation System Backtest $SPY, $TLO, $PCY, $RWO, $SHY",Theta Trend,http://www.thetatrend.com/schwab-commission-free-etf-rotation-system-backtest-spy-tlo-pcy-rwo-shy/,"15 Jan 2015, 06:19am",I’ve been doing a lot of writing about Momentum Based ETF Rotation Systems lately and for good reason. The systems are low maintenance and have historically provided a good return in a variety of market conditions. In this post we’re going to look at backtest results for the Schwab Commission,thetatrend.com,"Schwab Commission Free ETF Rotation System Backtest $SPY, $TLO, $PCY, $RWO, $SHY || I’ve been doing a lot of writing about Momentum Based ETF Rotation Systems lately and for good reason. The systems are low maintenance and have historically provided a good return in a variety of market conditions. In this post we’re going to look at backtest results for the Schwab Commission",1,0,4,0
"Monthly ETF Rotation System Rules & Results - $SCHH, $IYR, $TLO, $SPY",Theta Trend,http://www.thetatrend.com/monthly-etf-rotation-system-rules-results-schh-iyr-tlo-spy/,"8 Jan 2015, 05:19am","As some of you know, I recently began trading two monthly ETF Rotation Systems. One is a Basic ETF Rotation system that trades a diverse group of markets and the other covers similar markets using Schwab Commission Free ETFâ€™s. The Basic System is intended to take the place of the ETF Portion",thetatrend.com,"Monthly ETF Rotation System Rules & Results - $SCHH, $IYR, $TLO, $SPY || As some of you know, I recently began trading two monthly ETF Rotation Systems. One is a Basic ETF Rotation system that trades a diverse group of markets and the other covers similar markets using Schwab Commission Free ETFâ€™s. The Basic System is intended to take the place of the ETF Portion",1,0,4,0
I paper-traded 22 popular crypto strategies on real fees for 10 days. Here's the data.,Strat Proof,https://stratproof.com/blog/paper-trading-22-strategies-real-fees,"3 May 2026, 05:19pm","Why I'm publishing this I wanted to build a trading bot like a lot of people did once Claude integrated with TradingView. Took the leap, my strategies kept failing, and the backtests kept being way too optimistic compared to what happened when I actually ran them. Started digging into why. This",stratproof.com,"I paper-traded 22 popular crypto strategies on real fees for 10 days. Here's the data. || Why I'm publishing this I wanted to build a trading bot like a lot of people did once Claude integrated with TradingView. Took the leap, my strategies kept failing, and the backtests kept being way too optimistic compared to what happened when I actually ran them. Started digging into why. This",1,0,3,0
Day 16: Comps,OSM,https://www.optionstocksmachines.com/post/2024-11-08-day-16-comps/,"10 Nov 2024, 09:14pm","On Day 15 we adjusted our model to use more recent data to forecast the 12-week look forward return. As before, we used that forecast to generate a trading signal that tells us to go long the SPY if the forecast is positive, and exit (or short for the long-short strategy) if otherwise. We saw this",optionstocksmachines.com,"Day 16: Comps || On Day 15 we adjusted our model to use more recent data to forecast the 12-week look forward return. As before, we used that forecast to generate a trading signal that tells us to go long the SPY if the forecast is positive, and exit (or short for the long-short strategy) if otherwise. We saw this",1,0,3,0
Day 2: Hello World,OSM,https://www.optionstocksmachines.com/post/2024-10-23-day-2-hello-world/,"23 Oct 2024, 09:56pm","On Day 1, we decided on a few benchmarks to use for our backtest. That is, a 60-40 and 50-50 weighting of the SPY and IEF ETFs. What we want to add in now is the Hello World version of trading strategies – the 200-DAY MOVING AVERAGE! Why are we adding this to our analysis? As we pointed out",optionstocksmachines.com,"Day 2: Hello World || On Day 1, we decided on a few benchmarks to use for our backtest. That is, a 60-40 and 50-50 weighting of the SPY and IEF ETFs. What we want to add in now is the Hello World version of trading strategies – the 200-DAY MOVING AVERAGE! Why are we adding this to our analysis? As we pointed out",1,0,3,0
Trend Following with Return Stacking,Investing For A Living,https://investingforaliving.us/2024/04/11/trend-following-with-return-stacking/,"11 Apr 2024, 10:22pm","After my last post on using trend following in Crypto markets I thought I’d continue on that thread and look at applying trend following on a newish concept (similar concepts have existed at the institutional level for a long time) in creating diversified portfolios, called return stacking. First,",investingforaliving.us,"Trend Following with Return Stacking || After my last post on using trend following in Crypto markets I thought I’d continue on that thread and look at applying trend following on a newish concept (similar concepts have existed at the institutional level for a long time) in creating diversified portfolios, called return stacking. First,",1,0,3,0
Overnight and Intraday SPX returns,Robot Wealth,https://robotwealth.com/overnight-and-intraday-spx-returns/?pa=CEFCE36499,"5 May 2020, 09:30am",One of the things I’ve noticed from staring at the screen all day for the last few months is that most of the large negative returns in US stock indexes have come overnight. What do you mean by “overnight”? The core stock trading session for US stocks is between 9:30 am and 4 pm Eastern Time.,robotwealth.com,Overnight and Intraday SPX returns || One of the things I’ve noticed from staring at the screen all day for the last few months is that most of the large negative returns in US stock indexes have come overnight. What do you mean by “overnight”? The core stock trading session for US stocks is between 9:30 am and 4 pm Eastern Time.,1,0,3,0
Geek Note: How to Properly Lag Monthly Economic Data,Allocate Smartly,https://allocatesmartly.com/geek-note-how-to-properly-lag-monthly-economic-data/?aff=634,"22 Apr 2020, 12:20pm","We’ll be talking about Paul Novell’s flagship SPY-COMP strategy on the blog tomorrow. The strategy uses monthly economic data, like the kind available from the FRED database. We’ve covered a handful of strategies like this in the past (think Philosophical Economics’ Growth Trend-Timing).",allocatesmartly.com,"Geek Note: How to Properly Lag Monthly Economic Data || We’ll be talking about Paul Novell’s flagship SPY-COMP strategy on the blog tomorrow. The strategy uses monthly economic data, like the kind available from the FRED database. We’ve covered a handful of strategies like this in the past (think Philosophical Economics’ Growth Trend-Timing).",1,0,3,0
Backtesting a Dividend Strategy,Alvarez Quant Trading,https://alvarezquanttrading.com/blog/backtesting-a-dividend-strategy/,"17 Oct 2018, 02:19pm",I was recently at a NWTTA presentation about the “S&P 500 Dividend Aristocrats” and how to trade these stocks. The strategy was part quantitative and part discretionary. It was popular talk with lots of good questions. People always seem interested in dividend stocks but for me they are just,alvarezquanttrading.com,Backtesting a Dividend Strategy || I was recently at a NWTTA presentation about the “S&P 500 Dividend Aristocrats” and how to trade these stocks. The strategy was part quantitative and part discretionary. It was popular talk with lots of good questions. People always seem interested in dividend stocks but for me they are just,1,0,3,0
SPY Mean Reversion With John Ehlers Adaptive RSI,Flare 9x,https://flare9xblog.com/2018/08/07/spy-mean-reversion-with-john-ehlers-adaptive-rsi/,"8 Aug 2018, 07:37pm",It has been a busy few months. I have been exploring market indicators that John Ehlers has created which he publicly made available in his book: Cycle Analytics for Traders : Advanced Technical Trading Concepts. The key theme of his book is applying digital signal processing filters to better,flare9xblog.com,SPY Mean Reversion With John Ehlers Adaptive RSI || It has been a busy few months. I have been exploring market indicators that John Ehlers has created which he publicly made available in his book: Cycle Analytics for Traders : Advanced Technical Trading Concepts. The key theme of his book is applying digital signal processing filters to better,1,0,3,0
Mixed Copula Pairs Trading Strategy,Quantpedia,https://quantpedia.com/Blog/Details/mixed-copula-pairs-trading-strategy?a=6080,"21 Feb 2018, 04:30pm","We carry out a study to evaluate and compare the relative performance of the distance and mixed copula pairs trading strategies. Using data from the S&P 500 stocks from 1990 to 2015, we find that the mixed copula strategy is able to generate a higher mean excess return than the traditional",quantpedia.com,"Mixed Copula Pairs Trading Strategy || We carry out a study to evaluate and compare the relative performance of the distance and mixed copula pairs trading strategies. Using data from the S&P 500 stocks from 1990 to 2015, we find that the mixed copula strategy is able to generate a higher mean excess return than the traditional",1,0,3,0
Trend Following Via Slope,Relative Value,http://www.relativevalue.com.au/blog/trend-following-using-slope,"3 Dec 2015, 12:41am","Linear regression slope is another tool one can use to sidestep potentially sticky situations. The following algorithms hold a full position in SPY but liquidate whenever the slope of closing prices turn negative. Starting Capital of $100,000 and backtest period from 2/2003 and 11/2015. Strategy End",relativevalue.com.au,"Trend Following Via Slope || Linear regression slope is another tool one can use to sidestep potentially sticky situations. The following algorithms hold a full position in SPY but liquidate whenever the slope of closing prices turn negative. Starting Capital of $100,000 and backtest period from 2/2003 and 11/2015. Strategy End",1,0,3,0
Announcing the QuantStart Advanced Trading Infrastructure Article Series,Quant Start,https://www.quantstart.com/articles/Announcing-the-QuantStart-Advanced-Trading-Infrastructure-Article-Series,"30 Nov 2015, 11:22pm","To date on QuantStart we have considered two major quantitative backtesting and live trading engines. The first arised from the Event-Drive Backtesting series I wrote back in March 2014. The second is QSForex, an open-source backtest and live trading engine that hooks into the OANDA Forex Broker",quantstart.com,"Announcing the QuantStart Advanced Trading Infrastructure Article Series || To date on QuantStart we have considered two major quantitative backtesting and live trading engines. The first arised from the Event-Drive Backtesting series I wrote back in March 2014. The second is QSForex, an open-source backtest and live trading engine that hooks into the OANDA Forex Broker",1,0,3,0
PDF: Learning to Play Offense and Defense: Combining Value and Momentum,Meb Faber,http://papers.ssrn.com/sol3/papers.cfm?abstract_id=2669202,"11 Oct 2015, 09:55pm","Abstract: Sorting stocks based on value and momentum factors historically has led to outperformance over the broad US stock market. However, any long-only strategy is subject to similar volatility and drawdowns as the S&P 500. Drawdowns of 50%, or even 60-90% make implementation of a stock",papers.ssrn.com,"PDF: Learning to Play Offense and Defense: Combining Value and Momentum || Abstract: Sorting stocks based on value and momentum factors historically has led to outperformance over the broad US stock market. However, any long-only strategy is subject to similar volatility and drawdowns as the S&P 500. Drawdowns of 50%, or even 60-90% make implementation of a stock",1,0,3,0
Accentuating,John Orford,http://blog.johnorford.com/2015/10/03/accentuate-the-positive/,"3 Oct 2015, 09:51pm","A bunch of people got in touch about the recent 'Duality' strategy. Frankly, I see a result and post it up here, thinking these ideas through as I write and as you read 'em. I used current DJIA constituents to backtest the strategy, but mentioned the need to test with random",blog.johnorford.com,"Accentuating || A bunch of people got in touch about the recent 'Duality' strategy. Frankly, I see a result and post it up here, thinking these ideas through as I write and as you read 'em. I used current DJIA constituents to backtest the strategy, but mentioned the need to test with random",1,0,3,0
Financial Rohrschach Plot,John Orford,http://blog.johnorford.com/2015/08/22/by-popular-deman/,"23 Aug 2015, 02:12am","Here's a cumulative return plot of the lazy Drop the Mic trading strategy outlined yesterday. Long periods of flatlining show when the strategy is in hibernation. Just for fun, here is how the strategy weights its holding in the S&P 500 over time. How often do you see a symmetric picture",blog.johnorford.com,"Financial Rohrschach Plot || Here's a cumulative return plot of the lazy Drop the Mic trading strategy outlined yesterday. Long periods of flatlining show when the strategy is in hibernation. Just for fun, here is how the strategy weights its holding in the S&P 500 over time. How often do you see a symmetric picture",1,0,3,0
New related paper to #8 - FX Momentum,Quantpedia,http://quantpedia.com/Blog/Details/new-related-paper-to-8-fx-momentum?a=6080,"24 Jun 2015, 12:46pm","Authors: Grobis, Heinonen Title: Is Momentum in Currency Markets Driven by Global Economic Risk? Link: http://papers.ssrn.com/sol3/papers.cfm?abstract_id=2619146 Abstract: This article documents a robust link between the returns of the momentum anomaly implemented in currency markets and global",quantpedia.com,"New related paper to #8 - FX Momentum || Authors: Grobis, Heinonen Title: Is Momentum in Currency Markets Driven by Global Economic Risk? Link: http://papers.ssrn.com/sol3/papers.cfm?abstract_id=2619146 Abstract: This article documents a robust link between the returns of the momentum anomaly implemented in currency markets and global",1,0,3,0
The Lazarus Trade - Mean Reversion in the S&P500 Index At Easter,Jonathan Kinlay,http://jonathankinlay.com/index.php/2015/03/lazarus-trade-easter-mean-reversion-sp500-index/,"31 Mar 2015, 10:28am","A perennial favorite with investors, presumably because they are easy to understand and implement, are trades based on a regularly occurring pattern, preferably one that is seasonal in nature. A well-known example is the Christmas effect, wherein equities generally make their highest risk-adjusted",jonathankinlay.com,"The Lazarus Trade - Mean Reversion in the S&P500 Index At Easter || A perennial favorite with investors, presumably because they are easy to understand and implement, are trades based on a regularly occurring pattern, preferably one that is seasonal in nature. A well-known example is the Christmas effect, wherein equities generally make their highest risk-adjusted",1,0,3,0
What Should You Change First in a Crypto Backtest? 99.75 Million Tests,Rulyfi,https://rulyfi.com/blog/which-backtest-knob-changes-what,"23 Jul 2026, 08:00pm","Key takeaways Neither entries nor exits controlled every result. Win rate was more sensitive to exits in all ten market-direction jobs, while maximum drawdown was more sensitive to entries in all ten. Changing an entry indicator was a much larger move than nudging that indicator's period.",rulyfi.com,"What Should You Change First in a Crypto Backtest? 99.75 Million Tests || Key takeaways Neither entries nor exits controlled every result. Win rate was more sensitive to exits in all ten market-direction jobs, while maximum drawdown was more sensitive to entries in all ten. Changing an entry indicator was a much larger move than nudging that indicator's period.",1,0,2,0
ChatGPT in Systematic Investing - Enhancing Risk-Adjusted Returns with LLMs,Concretum Group,https://concretumgroup.com/chatgpt-in-systematic-investing-enhancing-risk-adjusted-returns-with-llms/,"2 Nov 2025, 08:44pm",This paper investigates whether large language models (LLMs) can improve cross-sectional momentum strategies by extracting predictive signals from firm-specific news. We combine daily U.S. equity returns for S&P 500 constituents with high-frequency news data and use prompt-engineered queries to,concretumgroup.com,ChatGPT in Systematic Investing - Enhancing Risk-Adjusted Returns with LLMs || This paper investigates whether large language models (LLMs) can improve cross-sectional momentum strategies by extracting predictive signals from firm-specific news. We combine daily U.S. equity returns for S&P 500 constituents with high-frequency news data and use prompt-engineered queries to,1,0,2,0
A Better Stock Rotation System,Financial Hacker,https://financial-hacker.com/a-better-stock-rotation-system/,"8 Sep 2025, 10:52pm","A stock rotation system is normally a safe haven, compared to other algorithmic systems. There’s no risk of losing all capital, and you can expect small but steady gains. The catch: Most of those systems, and also the ETFs derived from them, do not fare better than the stock index. Many fare even",financial-hacker.com,"A Better Stock Rotation System || A stock rotation system is normally a safe haven, compared to other algorithmic systems. There’s no risk of losing all capital, and you can expect small but steady gains. The catch: Most of those systems, and also the ETFs derived from them, do not fare better than the stock index. Many fare even",1,0,2,0
Overnight Crypto Returns,Falkenblog,https://efalken.substack.com/p/overnight-crypto-returns,"3 Aug 2025, 07:14pm","On Monday, I examined the flaw in capturing the overnight equity return anomaly. The basic issue was that the anomaly shrank considerably after the 2008 bear market, and given that one has to turn over the entire portfolio twice a day, the minuscule transaction costs eliminate any alpha. The guys",efalken.substack.com,"Overnight Crypto Returns || On Monday, I examined the flaw in capturing the overnight equity return anomaly. The basic issue was that the anomaly shrank considerably after the 2008 bear market, and given that one has to turn over the entire portfolio twice a day, the minuscule transaction costs eliminate any alpha. The guys",1,0,2,0
